text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
china hungary pledge more parliamentary exchanges,5/17/2016 9:52,globaltimes,5,2016,0.9545,Positive,"['china', 'hungary', 'pledge', 'parliamentary', 'exchanges']"
chinese scientists propose cooperation on silk road earth observation,5/17/2016 10:00,globaltimes,5,2016,0.4019,Positive,"['chinese', 'scientists', 'propose', 'cooperation', 'silk', 'road', 'earth', 'observation']"
west china seeks fortune on modern silk road,5/16/2016 7:30,globaltimes,5,2016,0.5994,Positive,"['west', 'china', 'seeks', 'fortune', 'modern', 'silk', 'road']"
experience western china event brings new silk road to italy,5/16/2016 8:50,globaltimes,5,2016,0.5106,Positive,"['experience', 'western', 'china', 'event', 'brings', 'new', 'silk', 'road', 'italy']"
2016 silk road international exposition  the 20th itfcew,5/16/2016 15:43,globaltimes,5,2016,0.9169,Positive,"['2016', 'silk', 'road', 'international', 'exposition', '20th', 'itfcew']"
nonfinancial odi up in janapril,5/16/2016 23:13,globaltimes,5,2016,0.7579,Positive,"['nonfinancial', 'odi', 'janapril']"
arab states praiseworthy for stance on south china sea issuechinese envoy,5/16/2016 23:13,globaltimes,5,2016,0.4019,Positive,"['arab', 'states', 'praiseworthy', 'stance', 'south', 'china', 'sea', 'issuechinese', 'envoy']"
arab nations back chinas stance on resolving maritime disputes,5/13/2016 9:10,globaltimes,5,2016,0.6705,Positive,"['arab', 'nations', 'back', 'chinas', 'stance', 'resolving', 'maritime', 'disputes']"
chinese fm arab counterparts discuss cooperation ties,5/12/2016 17:38,globaltimes,5,2016,0.6249,Positive,"['chinese', 'fm', 'arab', 'counterparts', 'discuss', 'cooperation', 'ties']"
boasting affinity with arab world ningxia cherishes belt and road ambitions,5/12/2016 20:38,globaltimes,5,2016,0.8591,Positive,"['boasting', 'affinity', 'with', 'arab', 'world', 'ningxia', 'cherishes', 'belt', 'road', 'ambitions']"
chinas fdi rises in janapril,5/10/2016 17:11,globaltimes,5,2016,0.4939,Positive,"['chinas', 'fdi', 'rises', 'janapril']"
chinese state councilor yang jiechi meets malaysian pm on bilateral ties,5/10/2016 17:35,globaltimes,5,2016,0.9274,Positive,"['chinese', 'state', 'councilor', 'yang', 'jiechi', 'meets', 'malaysian', 'pm', 'bilateral', 'ties']"
istanbul mayor leads business delegation to shanghai,5/10/2016 18:38,globaltimes,5,2016,0.9947,Positive,"['istanbul', 'mayor', 'leads', 'business', 'delegation', 'shanghai']"
media can widen sinoindian understanding,5/10/2016 21:13,globaltimes,5,2016,0.34,Positive,"['media', 'widen', 'sinoindian', 'understanding']"
inbound fdi increases 48 in janapril,5/10/2016 22:18,globaltimes,5,2016,0.4588,Positive,"['inbound', 'fdi', 'increases', '48', 'janapril']"
moving beyond south china sea dispute to sinophilippine winwin cooperation,5/9/2016 10:03,globaltimes,5,2016,0.6486,Positive,"['moving', 'beyond', 'south', 'china', 'sea', 'dispute', 'sinophilippine', 'winwin', 'cooperation']"
hungarian and chinese motorcyclists set out to travel silk road,5/8/2016 11:49,globaltimes,5,2016,0.4019,Positive,"['hungarian', 'chinese', 'motorcyclists', 'set', 'travel', 'silk', 'road']"
wang yi renzi meet in rome on italychina relations,5/8/2016 11:49,globaltimes,5,2016,0.9313,Positive,"['wang', 'yi', 'renzi', 'meet', 'rome', 'italychina', 'relations']"
us journal criticises obama administration for provocation in south china sea,5/8/2016 11:49,globaltimes,5,2016,0.9325,Positive,"['us', 'journal', 'criticises', 'obama', 'administration', 'provocation', 'south', 'china', 'sea']"
china italy eye strengthened cooperation,5/6/2016 7:58,globaltimes,5,2016,0.765,Positive,"['china', 'italy', 'eye', 'strengthened', 'cooperation']"
china italy hold forum to promote cooperation,5/6/2016 16:23,globaltimes,5,2016,0.7902,Positive,"['china', 'italy', 'hold', 'forum', 'promote', 'cooperation']"
sarajevo business forum opens with focus on 161 cooperation,5/5/2016 9:02,globaltimes,5,2016,0.9584,Positive,"['sarajevo', 'business', 'forum', 'opens', 'with', 'focus', '161', 'cooperation']"
china does not need to follow negative rate trend,5/5/2016 23:03,globaltimes,5,2016,0.9537,Positive,"['china', 'not', 'need', 'follow', 'negative', 'rate', 'trend']"
us struggling to retain dominant position in world economy as chinas credit rises,5/4/2016 22:48,globaltimes,5,2016,0.9975,Positive,"['us', 'struggling', 'retain', 'dominant', 'position', 'world', 'economy', 'chinas', 'credit', 'rises']"
indonesian efforts to face up to historical atrocities deserve applause,5/3/2016 0:13,globaltimes,5,2016,0.9403,Positive,"['indonesian', 'efforts', 'face', 'historical', 'atrocities', 'deserve', 'applause']"
aiib programs offer fresh chance for sinous cooperation efforts,4/27/2016 19:48,globaltimes,4,2016,0.7964,Positive,"['aiib', 'programs', 'offer', 'fresh', 'chance', 'sinous', 'cooperation', 'efforts']"
national initiatives drive ma surge,4/26/2016 22:18,globaltimes,4,2016,0.807,Positive,"['national', 'initiatives', 'drive', 'surge']"
nepalese experts call for extending chinese railway to nepal,4/25/2016 13:26,globaltimes,4,2016,0.9912,Positive,"['nepalese', 'experts', 'call', 'extending', 'chinese', 'railway', 'nepal']"
laos china pledge to further boost bilateral ties,4/24/2016 10:30,globaltimes,4,2016,0.8625,Positive,"['laos', 'china', 'pledge', 'boost', 'bilateral', 'ties']"
innovative financial instruments can help manage risks in infrastructure investments,4/24/2016 23:33,globaltimes,4,2016,0.8225,Positive,"['innovative', 'financial', 'instruments', 'help', 'manage', 'risks', 'infrastructure', 'investments']"
china is attracting a massive influx of international students but what are the policies in place to help them stick around,4/21/2016 18:43,globaltimes,4,2016,0.9996,Positive,"['china', 'attracting', 'massive', 'influx', 'international', 'students', 'policies', 'place', 'help', 'stick', 'around']"
coal steel companies grapple with challenges in struggle for survival,4/21/2016 23:38,globaltimes,4,2016,0.9552,Positive,"['coal', 'steel', 'companies', 'grapple', 'with', 'challenges', 'struggle', 'survival']"
oecd steel meeting seeks solution to global steel woes,4/19/2016 10:13,globaltimes,4,2016,0.5574,Positive,"['oecd', 'steel', 'meeting', 'seeks', 'solution', 'global', 'steel', 'woes']"
6 key phrases from chinese top political advisors african visit,4/19/2016 16:48,globaltimes,4,2016,0.4391,Positive,"['6', 'key', 'phrases', 'chinese', 'top', 'political', 'advisors', 'african', 'visit']"
chinas service outsourcing growth accelerates in q1,4/19/2016 18:02,globaltimes,4,2016,0.7579,Positive,"['chinas', 'service', 'outsourcing', 'growth', 'accelerates', 'q1']"
fears around chinese investment will dissolve given enough time,4/19/2016 22:58,globaltimes,4,2016,0.4588,Positive,"['fears', 'around', 'chinese', 'investment', 'dissolve', 'given', 'enough', 'time']"
fostering islamic finance poses challenges,4/19/2016 23:58,globaltimes,4,2016,0.9969,Positive,"['fostering', 'islamic', 'finance', 'poses', 'challenges']"
trust valuable lesson for central asia,4/18/2016 20:23,globaltimes,4,2016,0.743,Positive,"['trust', 'valuable', 'lesson', 'central', 'asia']"
china state nuke power giant unveils ambitions in malaysia belt and road countries,4/14/2016 13:29,globaltimes,4,2016,0.8979,Positive,"['china', 'state', 'nuke', 'power', 'giant', 'unveils', 'ambitions', 'malaysia', 'belt', 'road', 'countries']"
china needs delicate touch in consolidating neighborhood relations,4/13/2016 0:27,globaltimes,4,2016,0.8294,Positive,"['china', 'needs', 'delicate', 'touch', 'consolidating', 'neighborhood', 'relations']"
cutting output more important than capacity steel official,4/10/2016 22:33,globaltimes,4,2016,0.836,Positive,"['cutting', 'output', 'important', 'capacity', 'steel', 'official']"
china urged to assess sri lankas equity offer,4/10/2016 23:53,globaltimes,4,2016,0.4404,Positive,"['china', 'urged', 'assess', 'sri', 'lankas', 'equity', 'offer']"
sinogreek shipping deal hailed by both countries,4/9/2016 17:18,globaltimes,4,2016,0.9081,Positive,"['sinogreek', 'shipping', 'deal', 'hailed', 'countries']"
china sri lanka pledge to further advance strategic cooperation,4/8/2016 9:26,globaltimes,4,2016,0.7269,Positive,"['china', 'sri', 'lanka', 'pledge', 'advance', 'strategic', 'cooperation']"
chinaisrael visa deal has no political bent,4/7/2016 0:28,globaltimes,4,2016,0.9455,Positive,"['chinaisrael', 'visa', 'deal', 'no', 'political', 'bent']"
chinas belt and road initiative boosts poverty relief in sri lanka,4/6/2016 14:43,globaltimes,4,2016,0.5719,Positive,"['chinas', 'belt', 'road', 'initiative', 'boosts', 'poverty', 'relief', 'sri', 'lanka']"
china czech republic set example for broader region to advance belt and road initiative,4/5/2016 18:04,globaltimes,4,2016,0.4019,Positive,"['china', 'czech', 'republic', 'set', 'example', 'broader', 'region', 'advance', 'belt', 'road', 'initiative']"
feasibility profitability shouldnt be ignored in assessing thaichinese rail,4/5/2016 21:28,globaltimes,4,2016,0.85,Positive,"['feasibility', 'profitability', 'shouldnt', 'ignored', 'assessing', 'thaichinese', 'rail']"
worries over chinese economy rushed exaggerated economist,4/4/2016 17:56,globaltimes,4,2016,0.7783,Positive,"['worries', 'chinese', 'economy', 'rushed', 'exaggerated', 'economist']"
xi meets south korean president on bilateral ties korean peninsula situation,4/1/2016 12:49,globaltimes,4,2016,0.9575,Positive,"['xi', 'meets', 'south', 'korean', 'president', 'bilateral', 'ties', 'korean', 'peninsula', 'situation']"
cartoon commentary xis czech visitâ¢ ushering in a new era of friendship,3/31/2016 16:48,globaltimes,3,2016,0.5994,Positive,"['cartoon', 'commentary', 'xis', 'czech', 'visitâ\x91¢', 'ushering', 'new', 'era', 'friendship']"
chinese presidents czech visit to add impetus to bilateral ties 161 cooperation,3/31/2016 16:50,globaltimes,3,2016,0.34,Positive,"['chinese', 'presidents', 'czech', 'visit', 'add', 'impetus', 'bilateral', 'ties', '161', 'cooperation']"
china on journey toward a more active multilateral player,3/31/2016 17:50,globaltimes,3,2016,0.6124,Positive,"['china', 'journey', 'toward', 'active', 'multilateral', 'player']"
china czech republic set up strategic partnership,3/30/2016 9:51,globaltimes,3,2016,0.926,Positive,"['china', 'czech', 'republic', 'set', 'strategic', 'partnership']"
xis czech visit aims to reach out to new europe,3/30/2016 9:51,globaltimes,3,2016,0.6597,Positive,"['xis', 'czech', 'visit', 'aims', 'reach', 'new', 'europe']"
cartoon commentary president xis czech visitâ  open new chapter for bilateral relations,3/30/2016 9:51,globaltimes,3,2016,0.6908,Positive,"['cartoon', 'commentary', 'president', 'xis', 'czech', 'visitâ\x91', 'open', 'new', 'chapter', 'bilateral', 'relations']"
czech republics objective approach to china in tune with eu values,3/29/2016 22:18,globaltimes,3,2016,0.2732,Positive,"['czech', 'republics', 'objective', 'approach', 'china', 'tune', 'with', 'eu', 'values']"
xi begins first czech visit,3/28/2016 0:38,globaltimes,3,2016,0.6369,Positive,"['xi', 'begins', 'first', 'czech', 'visit']"
china should participate in making islamic finance standards,3/28/2016 15:43,globaltimes,3,2016,0.7906,Positive,"['china', 'participate', 'making', 'islamic', 'finance', 'standards']"
czech republic opens up through chinas belt road initiative,3/28/2016 15:43,globaltimes,3,2016,0.4939,Positive,"['czech', 'republic', 'opens', 'chinas', 'belt', 'road', 'initiative']"
chinese president arrives in czech republic for state visit,3/28/2016 15:43,globaltimes,3,2016,0.8555,Positive,"['chinese', 'president', 'arrives', 'czech', 'republic', 'state', 'visit']"
new nepalese pm talks investment and tourism,3/28/2016 15:43,globaltimes,3,2016,0.9599,Positive,"['new', 'nepalese', 'pm', 'talks', 'investment', 'tourism']"
chinaczech cooperation to set example for belt and road initiative,3/27/2016 22:35,globaltimes,3,2016,0.4939,Positive,"['chinaczech', 'cooperation', 'set', 'example', 'belt', 'road', 'initiative']"
premier assures stable yuan,3/25/2016 0:48,globaltimes,3,2016,0.4588,Positive,"['premier', 'assures', 'stable', 'yuan']"
friendship guides sinonepalese relations forward,3/24/2016 10:58,globaltimes,3,2016,0.9001,Positive,"['friendship', 'guides', 'sinonepalese', 'relations', 'forward']"
china meets mekong river nations on joint action,3/24/2016 14:27,globaltimes,3,2016,0.2716,Positive,"['china', 'meets', 'mekong', 'river', 'nations', 'joint', 'action']"
"chinas economic transition set to boost asian integration despite slower 
trade growth",3/23/2016 7:15,globaltimes,3,2016,0.8625,Positive,"['chinas', 'economic', 'transition', 'set', 'boost', 'asian', 'integration', 'despite', 'slower', 'trade', 'growth']"
"xis upcoming visit to seek closer link with central europe reinforce 
world nuclear security",3/23/2016 7:15,globaltimes,3,2016,0.5859,Positive,"['xis', 'upcoming', 'visit', 'seek', 'closer', 'link', 'with', 'central', 'europe', 'reinforce', 'world', 'nuclear', 'security']"
hungary set on remaining flagship of chinacentral europe cooperation minister,3/22/2016 0:56,globaltimes,3,2016,0.4939,Positive,"['hungary', 'set', 'remaining', 'flagship', 'chinacentral', 'europe', 'cooperation', 'minister']"
nepal is not bargaining chip between china and india,3/21/2016 0:43,globaltimes,3,2016,0.8442,Positive,"['nepal', 'not', 'bargaining', 'chip', 'china', 'india']"
nepal politicians hope pm olis china trip can boost bilateral economic cooperation,3/21/2016 6:59,globaltimes,3,2016,0.8588,Positive,"['nepal', 'politicians', 'hope', 'pm', 'olis', 'china', 'trip', 'boost', 'bilateral', 'economic', 'cooperation']"
china nepal pledge closer cooperation for common development,3/21/2016 22:09,globaltimes,3,2016,0.9287,Positive,"['china', 'nepal', 'pledge', 'closer', 'cooperation', 'common', 'development']"
malaysia china ties,3/20/2016 23:23,globaltimes,3,2016,0.3818,Positive,"['malaysia', 'china', 'ties']"
report on the work of the government 2,3/17/2016 21:28,globaltimes,3,2016,0.7906,Positive,"['report', 'work', 'government', '2']"
report on the work of the government 5,3/17/2016 21:30,globaltimes,3,2016,0.93,Positive,"['report', 'work', 'government', '5']"
report on the work of the government 10,3/17/2016 21:40,globaltimes,3,2016,0.9349,Positive,"['report', 'work', 'government', '10']"
chinas maritime judicial center aims to improve relevant rules,3/17/2016 22:43,globaltimes,3,2016,0.8328,Positive,"['chinas', 'maritime', 'judicial', 'center', 'aims', 'improve', 'relevant', 'rules']"
hongkongers must learn virtues of mainland,3/17/2016 23:28,globaltimes,3,2016,0.9325,Positive,"['hongkongers', 'must', 'learn', 'virtues', 'mainland']"
nationalism must take back seat to reform,3/17/2016 23:28,globaltimes,3,2016,0.9918,Positive,"['nationalism', 'must', 'take', 'back', 'seat', 'reform']"
chinese vice president meets former polish president,3/15/2016 22:56,globaltimes,3,2016,0.8658,Positive,"['chinese', 'vice', 'president', 'meets', 'former', 'polish', 'president']"
hong kong targets higherend future for sluggish maritime trade,3/14/2016 22:38,globaltimes,3,2016,0.7269,Positive,"['hong', 'kong', 'targets', 'higherend', 'future', 'sluggish', 'maritime', 'trade']"
direct flights link xian almaty,3/11/2016 13:27,globaltimes,3,2016,0.3182,Positive,"['direct', 'flights', 'link', 'xian', 'almaty']"
chinese leaders underscore ethnic unity poverty relief,3/11/2016 22:56,globaltimes,3,2016,0.7579,Positive,"['chinese', 'leaders', 'underscore', 'ethnic', 'unity', 'poverty', 'relief']"
polish parliament ratifies agreement to join aiib,3/11/2016 23:50,globaltimes,3,2016,0.9776,Positive,"['polish', 'parliament', 'ratifies', 'agreement', 'join', 'aiib']"
new silk road could release mediterranean potential,3/10/2016 0:33,globaltimes,3,2016,0.9973,Positive,"['new', 'silk', 'road', 'could', 'release', 'mediterranean', 'potential']"
